ACE,arts_centre,atm,bank,bar,bbq,bench,bicycle_parking,bicycle_rental,bookshop,bureau_de_change,bus_station,cafe,car_rental,car_sharing,car_wash,charging_station,childcare,cinema,clinic,clock,college,community_centre,conference_centre,courthouse,coworking_space,dentist,doctors,dormitory,drinking_water,driving_school,embassy,emergency_phone,fast_food,fire_station,food_court,fountain,fuel,gambling,grave_yard,gym,hospital,ice_cream,insurance,kindergarten,language_school,library,marketplace,massage,monastery,money_transfer,motorcycle_parking,nightclub,parking,parking_entrance,person_weighing,pharmacy,photo_booth,place_of_worship,police,post_box,post_office,pub,public_bookcase,public_building,recycling,recylcing,restaurant,school,shelter,shower,social_centre,social_club,social_facility,studio,swimming_pool,taxi,telephone,theatre,toilets,townhall,university,Upcoming supermarket,vending_machine,veterinary,waste_basket,waste_disposal,water_point,wifi
38,0,0,0.00965486401886256,0,0,0,0,0,0,0,0,0.0231039202135588,0,0,0,0,6.77534317113162e-06,0,0,0,0,0,0,0,0,0,0.000135506863422632,0,0.0134490561946963,0,0,0,0,0,0,0.00025068769733187,0.0116197135384907,0,0,0,0,0.000508150737834871,0,0,0,0,0,0,0,0,0,0.000243912354160738,0.00120601108446143,0,0,0.00467498678808082,0,0,0,0.00365868531241107,0.000548802796861661,0,0,0,0,0,0.0253397834600323,0,0,0,0,0,0,0,0,0,0.00193774814694364,0,0.000521701424177135,0,0,0,0,0.000230361667818475,0,0,0,0
39,0,0.000356512104957164,0.0130264038349733,0.00774453987999254,0,0.0116497186296772,0,0,0,0,0,0.0261844429087,0,0,0,0,0,0,0,0.0102675486227663,0,0,0,0,0,0,0,0,0.0108873312052303,0,0,0,0,0,0,0.000405875319489694,0.00268755279121554,0,0,0,0,0.000822720242208839,0,0,0,0,0,0,0,0,0,0,0.00390517874968462,0.000817235440594114,0,0.00378451311416066,0,0,0,0.00197452858130121,0.000888537861585546,0,0,0,0,0,0.0871809216660634,0.000449753732407499,0,0,0,0,0,0,3.83936113030792e-05,0,0.00470595978543456,0.00018648325490067,0,0,0,0,0,9.32416274503351e-05,0,0,0,0
40,0,0.000258163938072429,0.00377316524875088,0.00560811508551184,7.94350578684397e-05,0.0506160188737697,0.00759399153222283,0,0,0,0,0.00541747094662758,0,0,0.000115180833909238,0,0,9.13503165487056e-05,0,0.00495674761099063,0,1.58870115736879e-05,0,0,0,0,0,0,0.0126142871895082,0,0,0,0,0,0,0.000146954857056613,0.00389231783555354,0,0,0,0,0,0,0,0,0,2.78022702539539e-05,0,0,0,0,0,0.0056557761202329,0,0,0.00411076424469175,0,0,0,0.00142983104163191,0.000321711984367181,0.000488525605890904,0,0,0.000377316524875088,0,0.0111407668660487,0.000977051211781808,9.53220694421276e-05,0,0,0,0,0,0,0.000365401266194822,0.00567960663759344,0,0.00275242475514143,0,0,0,0,0,0.0317740231473759,0,3.97175289342198e-06,0
41,0,0,0.0252511828185636,0.00312760264384314,0,0.14114082185955,0.0127053319866036,0.00318962309287119,0,0,0,0.0362553824889692,0,0,0,0,0,0.000101890737688941,0,0.0027643400138217,0,0,0,0,0,0,4.43003207343221e-05,0,0.00527616819945776,3.10102245140255e-05,0.000318962309287119,0,0.0019935144330445,0,0,0,0.00434143143196357,0,0,0,0,0.00132900962202966,0,0,0,0,0,0,0,0,0,0,0.00157709141814187,0,0,0.00917016639200468,0,0,0,0.00318962309287119,0.000358832597948009,0.00108978789006432,0,0,0,0,0.0662732798185459,0,2.65801924405933e-05,0,0,0,0,0,0,0.000407562950755763,0.00380096751900484,0,0,0,0,0,0,7.53105452483476e-05,0.15948115464356,0,0,0
42,0,0.000598940336328035,0.00656530753282654,0.0178898871227828,0,0.381644782308224,0.0286293480764801,0.00165860400829302,0,0,0,0.012568532596176,0,0,0,0,0,0.000105966367196499,0,0.000958304538124856,0,0,0,0,0,0,0,0,0.00182907164247869,0,0,0,0.00138217000691085,0,0,0,0.00112877217231053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017968210089841,0,0.010661137986639,0.00480534439069339,0,0.00317899101589496,0,0,0,0.00331720801658604,0.000373185901865929,0.00283344851416724,0,0,0,0,0.0387698686938493,0,0,0,0,0,0,0,0,0.000423865468785994,0.00263533747984335,0,0,0,2.30361667818475e-05,0,0.0109652153881594,0,0.27643400138217,0,0,0
43,0,0,0,0.00406588343699608,0,0.0856254319281271,0.0275282193043078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137180373185902,0,0,0,0,0,0,0,0.0112877217231053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000403132918682331,0,0.00207325501036628,0,0.00141672425708362,0,0,0,0,0.0323082239115411,0,0,0,0,0,0,0,0,0,0,0,0.000886892421101129,0,0,0,0,0,0,0,0,0
44,0,0,0.00260528076699466,0,0,0.116497186296772,0.00524347034367767,0.000987264290650607,0,0,0,0.0486282511161571,0,0,0,0,0,0,0,0.00456335494345169,0,0,0,0,0,0,5.4848016147256e-05,0,0.00870986496418424,0,0,0,0.000822720242208839,0,0,0,0.00268755279121554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00567676967124099,0,0.000191968056515396,0.00013712004036814,0.00493632145325304,0.000888537861585546,0,0,0,0.00260528076699466,0,0.0666677636269896,0.000449753732407499,0,0,0,0,0,0,0,0,0.00156865326181152,0.00018648325490067,0,0,0,0,0,0,0.230361667818475,0,0,0
45,0,0,0.00875374337710205,0.00162635337479843,0,0.298465791292329,0.00440451508868924,0,0,0,0,0.021994932043308,0,0,0.000267219534669431,0,0,0,0,0.00191660907624971,0,0,0,0,1.38217000691085e-05,5.98940336328035e-05,0,0,0.0109744298548721,6.4501266989173e-05,0,0,0.00207325501036628,0,0,0,0.00451508868924211,0,4.6072333563695e-06,0,0,0,0,0,0,0,0,0,4.6072333563695e-06,0,0,0,0.000820087537433771,0,0,0.00158949550794748,0,0.000161253167472933,0,0.00165860400829302,0,0.000566689702833449,0,2.30361667818475e-05,0.000875374337710205,0,0.0215388159410274,0,0,0,0,0,0,0,0,0,0.00263533747984335,0,0,0,0,0,0,0,0.129002533978346,0,0,0
46,0,0,0.00951493845337179,0,0,0.223370691986419,0.00957503280149835,0.00090141522189838,0,0,0,0.00683072423705217,0,0,0,0,0,0,0,0.00104163536752702,0,0,0,0,0,0,0,0,0.0159049708041625,0,0,0,0,0,0,0.000370581813447112,0.00490770509700229,0,0,0,0,0,0,0,0,0.000160251595004157,0,0,0,0,0,0,0.00178279899442124,0.00298468595695242,0,0.00691085003455425,0,0,0,0.00090141522189838,0.000405636849854271,0.000615967068297227,0,0,0.000951493845337179,0,0.0280941077491662,0,0,0,0,0,0,0,0,0.0009214466712739,0.0028644972606993,0,0.000385605400478752,0,0,0,0.000851336598459581,0,0.105165109221478,0,0,0
47,0,0.000440397306123555,0.00643657601257504,0,0,0.187080775641286,0.00323861403580091,0,0,0,0,0.0184831361708471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00806943371681776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000216810981476212,0,0,0,0,0,0,0.00120601108446143,0,0,0.00701248018212122,0,0,0.00016938357927829,0.00243912354160738,0.00109760559372332,0,0,0,0.000643657601257504,0,0.0253397834600323,0,0,0,0,0,0,0,0,0,0.00775099258777457,0,0.000521701424177135,0,0,0,0,0,0.182934265620554,0,0,0
48,0,0,0,0,0,0.336385625431928,0.0229401827535898,0,0,0,0,0,0,0,0,0,0,0,0,0.00199646778776012,0,0,0,0,0,0,0,0,0.0228633955309836,0,0,0,0,0,0,0,0.0023516086923136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341703140597405,0,0,0.00993434692467174,0,0,0.000239960070644245,0.00172771250863856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109805728326806,0,0.00221723105275282,0,0,0,0,0,0.105582431083468,0,0,0
49,0,0,0.00575904169546188,0,0,0.0772560288073328,0.00289770729519029,0.0010911868475612,0,0,0,0.0124031571672789,0,0,0,0,0,0,0,0.00126092702384849,2.42485966124711e-05,0,0,0,0,0,0,0,0.0168467124965143,4.24350440718243e-05,0.000218237369512239,0,0,0,0,0,0.00594090617005541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000903260223814547,0,0.00418288291565126,0,0,0,0.00218237369512239,0.000491034081402539,0,0,0,0,0,0.0113362189163302,0,0,0,0,0,0,0,0,0,0.0086688732889584,0,0,0,0,0,0,0.000103056535603002,0.0484971932249421,0,0,0
50,0,0,0.0084170609395212,0.00469140396576471,0,0.108207963425655,0.0550564386086155,0.0015948115464356,0,0,0,0.00604256374816154,0,2.21501603671611e-05,0.000128470930129534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00703489093261035,0,0,0,0.00465153367710382,0,0,0.000163911186716992,0.00651214714794535,0,0,0,5.31603848811865e-05,0,0,0,0,0,0,0,0,0,0,0,0.00315418283628373,0.0019802243368242,0,0.00458508319600234,0,0,0,0.0015948115464356,0.000358832597948009,0.000544893945032162,4.43003207343221e-06,0,0.00126255914092818,0,0.0165683199546365,0,0,0,0,0,0,0,0,0.000407562950755763,0.00633494586500806,0,0,0,0,0,0.000753105452483476,0,0.062020449028051,0,0,0
51,0,0,0.00713620384002884,0,0,0.265917490460022,0.00239375820037459,0,0,0,0,0.0273228969482087,0,0,0.000145228007972517,0,0,0,0,0.00416654147010807,0,0,0,0,0,0,0,0,0.0178930921546829,0,0,0,0,0,0,0.000370581813447112,0.00122692627425057,0,0,0,0,0.000375589675790992,0,0,0,0.000160251595004157,0,0,0,0,0,0,0.00267419849163186,0,0,0.00518313752591569,0,0,0.000125196558596997,0.00180283044379676,0.000811273699708542,0,0,0,0.00190298769067436,0,0.0327764590406939,0.000410644712198151,0,0,0,0,0,0,0,0.00046072333563695,0.0028644972606993,0,0,0,0,0,0.0093647025830554,0,0.0250393117193995,0,0,0
52,0,0,0.00951493845337179,0,0,0.106366996184009,0.00239375820037459,0,0,0,0,0.0204921727111565,0,0,0.000290456015945034,0,0,0,0,0,0,0,0,0,0,6.51022104704386e-05,0,0,0.0159049708041625,0,0,0,0.00150235870316397,0,0,0,0.00736155764550344,0,0,0,0,0,0,0,0,0.000160251595004157,3.50550364071592e-05,0,0,0,0,0,0.00534839698326372,0.000746171489238104,0,0.00518313752591569,0,0,0,0.00270424566569514,0.000405636849854271,0,0,0,0.00237873461334295,0,0.0140470538745831,0.000821289424396302,0,0,0,0,0,0,0,0.00046072333563695,0.0028644972606993,0,0.000385605400478752,0,0,0,0,0,0.0350550364071592,0,0,0
53,0,0,0,0.00184812883499822,0,0.0111201859646918,0.0125128269565035,0,0,0,0,0.0107118175535591,0,0,0,0,0,0,0,0.00108898242968734,0,0,0,0,0,0,0,0,0.0124709430169002,0,0,0,0,0,0,0,0.00513078260141149,0,0,0,0,0,0,0.000198948713115956,0,0.000167535758413436,0,0,0,0,0,0,0.00093191765617474,0.00156017675022513,0,0.00180624489539486,0,0.000183242235764696,0,0.00188477728215116,0,0,0,0,0.00149211534836967,0,0.00489518544114259,0.00214655190467215,0,0,0,0,0,0,0,0.00048166530543863,0.00149735084082009,0,0.000806265837364663,0,0,0,0.0044501685828569,0,0.00523549245041989,0,0,0
54,0,0.000325511052352193,0.0118936730667147,0.0053033262221688,0,0.170187193894414,0.00239375820037459,0.00090141522189838,0,0,0,0.0170768105926304,0,0,0,0,0,0,0,0.00104163536752702,0,0,0,0,0,6.51022104704386e-05,0,0,0.00795248540208127,0,0,0,0,0,0,0.000185290906723556,0.00368077882275172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178279899442124,0.000746171489238104,0,0.00518313752591569,0,0,0.000125196558596997,0.00270424566569514,0,0.00123193413659445,0,0,0,0,0.0702352693729155,0,0,0,0,0,0,1.00157246877598e-05,0,0,0.00716124315174825,0.000340534639383833,0,0,0,0,0,0,0.130204420940877,0,0,0
55,0,0,0.0102582930200415,0.0127058857406128,0,0,0.0516154111955771,0,0,0,0,0.0147287491361437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114316977654918,0,0,0,0,0,7.19880211932734e-06,0,0.0070548260769408,0,0,0,0.000172771250863856,0,0,0.00013677724026722,0,0,0,0,0,0,0,0,0.00128138677724027,0.0042904860631191,0,0.00993434692467174,0,0,0,0,0,0,0,0,0,0,0.0134617599631421,0,0,0,0,0,0,0,5.03916148352914e-05,0.000662289794978116,0.00411771481225524,0,0,0,0,0,0,0,0,0,0,0
56,0,0.000415930789116691,0.0121579769126417,0.00451764826332898,0,0,0.00611738206762395,0.00230361667818475,0,0,0,0.0261844429087,0,0,0,0,0,0,0,0.00133097852517341,0,0,0,0,0,0,0,0,0.0101615091248816,0,0.000230361667818475,0,0,0,0,0.00047352120607131,0.0047032173846272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227802093731603,0,0,0.0110381632496353,0,0,0,0.00115180833909237,0.00103662750518314,0,0,0,0,0,0.0418810309964422,0,0,0,0,0,0,0,0,0,0.00732038188845376,0,0,0,0,0,0,0.000108781898692058,0,0,0,0
57,0,0,0.0341943100668049,0.0050823542962451,0,0.020387007601935,0.00917607310143592,0.000863856254319281,0,0,0,0.0098191660907625,0,0,0,0,0,0.000110381632496353,0,0.000998233893880058,0,0,0,0,0,0,0,0,0.00381056592183061,0,0,0,0.0021596406357982,0,0,0,0.0023516086923136,0,0,0,0,0.00179970052983184,0,0,0,0.000153574445212317,0,0,0,0,0,0,0,0.00214524303155955,0,0.00993434692467174,0,0.000167972049450971,0.000119980035322122,0.00345542501727712,0,0.00118060354756968,0,0,0.0013677724026722,0,0.0314107732473317,0,0,0,0,0,0,0,0,0.000883053059970821,0.00549028641634032,0,0,0,0,0,0,0,0.00959840282576979,0,0,0
58,0,0,0.0182369653689626,0,0,0.305805114029026,0.0183521462028718,0,0,0,0,0.006546110727175,0,0,0.000278353681947324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047032173846272,0,0,0,0,0,0,0.000182369653689626,0,0,0,0,0,0,0,0,0.00341703140597405,0,0,0.00993434692467174,0,0,0,0,0,0,0,0,0,0,0.00897450664209476,0,0,0,0,0,0,0,0,0.000883053059970821,0.00823542962451048,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0.00321828800628752,0.00478339227881892,0,0.0143908288954836,0.00323861403580091,0.00121956177080369,0,0,0,0,0,0,0.000196484951962817,0,0,0.000155832892936027,0,0.00140927137959538,0,0,0,0,0,0,0,0,0.0134490561946963,0,0,0,0,0,0,0,0.00497987723078174,0,0,0,8.13041180535794e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011687466970202,0,0.000237137010989607,0,0,0.000548802796861661,0.000833367210049189,0,0,0,0,0.0126698917300161,0,0,0,0,0,0,0,0,0,0.0135642370286055,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0.0188658262437544,0.00560811508551184,0,0.00843600314562829,0.0113909872983342,0.00214474656244787,0,0,0,0.0216698837865103,5.16327876144858e-05,0,0.000115180833909238,0,0,9.13503165487056e-05,0,0.00165224920366354,0,0,0,0,0,5.16327876144858e-05,0,0,0.00630714359475411,0,0,0,0.00119152586802659,0,0,0.000146954857056613,0.000973079458888386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142983104163191,0.00212091604508734,0,0,0.00274050949646117,0,0.000139011351269769,0,0,0.000643423968734361,0.000488525605890904,0,0,0.000754633049750177,0,0.0482766564195442,0,0,0,0,0,0,0,0,0.000730802532389645,0.00227184265503737,0.000135039598376347,0.000305824972793493,1.98587644671099e-05,0,0,0.00742717791069911,0,0,0,0,0
62,0,0,0.0113981033556016,0.00338823619749674,0,0.00509675190048376,0,0,0,0,0,0.01309222145435,0,0,0.000139176840973662,0,0,0,0,0.00499116946940029,0,0,0,0,0,6.23896183675036e-05,0,0,0.00571584888274591,0,0,0,0.00143976042386547,0,0,0,0.0105822391154112,0,0,0,0,0.000719880211932734,0,0,0,0,0,0,0,0,0,0.000172771250863856,0.000854257851493511,0.00071508101051985,0,0.00993434692467174,0,0.000167972049450971,0,0.00345542501727712,0.000388735314443677,0,0,0,0.000455924134224065,0,0.0448725332104738,0.00118060354756968,0,0,0,4.7992014128849e-06,0,0,0,0,0.00549028641634032,0,0.00110861552637641,0,0,0,0,0,0,0,0,0
63,0,0,0.00303949422816043,0,0,0,0,0,0,0,0,0.0218203690905833,0,0,0,0,0,0,0,0.00133097852517341,0,0,0,0,0,0,0,0,0.0025403772812204,0,0,0,0.00287952084773094,0,0,0,0.00156773912820907,0,0,0,0,0.00047992014128849,0,0,0,0,0,0,0,0,0,0,0.00113901046865802,0,0,0.00220763264992705,0,0,0,0.00230361667818475,0.000518313752591569,0.00236120709513937,0,0,0.00121579769126417,0,0.0299150221403159,0.00209885075123499,0,0,0,0,0,0,0,0,0.00366019094422688,0,0.000492718011722849,0,0,0,0.00108781898692058,0,0,0,0,0
64,0,0,0,0.0101647085924902,0,0.0382256392536282,0.00344102741303847,0,0,0,0,0.00490958304538125,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35844275512555e-05,0,0,0.00857377332411887,0,0,0,0,0,0,0,0.0017637065192352,0,0,0,0,0,0,0,0,0.000230361667818475,0,0,0,0,0,0,0.0076883206634416,0.00107262151577977,0,0,0,0,0,0.00388735314443677,0,0,0,0,0.00273554480534439,0,0.00673087998157107,0,0,0,0,0,0,0,0,0.00132457958995623,0.00823542962451048,0.00024475927205713,0,0,0,0,0,0,0,0,0,0
65,0,0,0.00683886201336098,0.00762353144436766,0,0.00764512785072564,0.0137641096521539,0,0,0,0,0.00490958304538125,0,0,0.000208765261460493,0,0,0,0,0,0,5.75904169546187e-05,0,0,0,0,0,0,0.00571584888274591,0,0,0,0.0010798203178991,0,0,0.000266355678415112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00256277355448053,0.0042904860631191,0,0.00496717346233587,0,0,0,0,0.000583102971665515,0,0,0,0,0,0.0134617599631421,0,0,0,0,0,0,0,5.03916148352914e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,0.00287952084773094,0.00855975460420228,0,0.0386280144036664,0.0115908291807612,0,0,0,0,0.00413438572242631,0,0,0.000175802325440415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240667321378775,0,0,0,0,0,0,0,0.00594090617005541,0,0,0,7.27457898374131e-05,0,0,0,0,0.000193988772899768,0,0,0,0,0,0,0.00323718764776489,0.00270978067144364,0,0.00627432437347689,0,0,0,0.0010911868475612,0.000491034081402539,0,0,0,0.000575904169546187,0,0.0113362189163302,0.000497096230555657,0,0,0,0,0,0,0,0,0.00173377465779168,0,0,0,0,0,0,0,0,0,0,0
67,0,0,0.0128731520251501,0.0215252652546851,0,0.0791495589251596,0,0,0,0,0,0.00462078404271176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010759244955757,0,0,0,0.00101630147566974,0,0,0.00025068769733187,0.00829979538463623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120601108446143,0,0,0.011687466970202,0,0.000237137010989607,0,0,0.000548802796861661,0,0,0,0,0,0.0570145127850726,0.00277789070016396,0,0,0,0,0,0,0,0,0.00387549629388729,0,0.000521701424177135,0,0,0,0,0.000115180833909237,0,0,0,0
68,0,0,0.0190298769067436,0.00883887703694801,0,0,0.00957503280149835,0,0,0,0,0.00341536211852609,6.51022104704386e-05,0,0.000145228007972517,0,0,0,0,0.00104163536752702,0,0,0,0,0,0,0,0,0.0119287281031219,0,0.000180283044379676,0,0.00150235870316397,0,0,0,0.00368077882275172,0,0,0,0,0,0,9.51493845337179e-05,0,0.000160251595004157,0,0,0,0,0,0.000180283044379676,0.00356559798884248,0,0,0.00863856254319281,0,0,0.000125196558596997,0.00090141522189838,0,0,0,0,0,0,0.0515058642068047,0.000410644712198151,0,0,0,0,0,0,0,0.00046072333563695,0.0057289945213986,0,0.000385605400478752,0,0,0,0,0,0,0,0,0
69,0,0,0.00287952084773094,0.00427987730210114,0,0.00643800240061106,0.00869312188557087,0,0,0,0,0.0206719286121316,0,0,0.000527406976321245,0,0,0.000139429430521709,0,0,0,0,0,0,0,0,0,0,0.0240667321378775,0,0,0,0.000909322372967664,0,0,0,0.0133670388826247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107906254925496,0.00180652044762909,0,0.0104572072891281,0,0,0,0,0,0,0,0,0.000575904169546187,0,0.0453448756653209,0.000994192461111313,0,0,0,0,0,0,0,0,0.00693509863116672,0,0.0014003564543702,0,0,0,0.00309169606809006,0,0,0,0,0
70,0,0,0.00683886201336098,0.00254117714812255,0,0.00764512785072564,0.00688205482607694,0,0,0,0,0.0147287491361437,0,0,0,0,0,0,0,0.00149735084082009,0,0,0,0,0,0,0,0,0.0171475466482377,0,0,0,0,0,0,0,0.0070548260769408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512554710896107,0.00214524303155955,0,0.00496717346233587,0,0.000503916148352914,0,0,0,0.00177090532135453,0,0,0,0,0.0336543999078553,0,0,0,0,0,0,0,0,0,0.00205885740612762,0,0.000554307763188206,0,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0.0127053319866036,0,0,0,1.77201282937288e-05,0,0,0,0,0,0,0,0,0.0018428933425478,0,0,0,0,0,0,0,0,0.0211046727978311,0,0,0,0,0,0,0,0.00651214714794535,0,0,0,0,0,0,0.000168341218790424,0,0.000283522052699662,0,0,0,0,0,0,0.00157709141814187,0,0,0.0183403327840094,0,0,0.000221501603671611,0,0,0,0,0,0,0,0.0248524799319547,0,0,0,0,0,0,0,0,0.000815125901511527,0.00506795669200645,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0.00451764826332898,6.39893521717986e-05,0,0.0122347641352479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101615091248816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166372315646676,0,0.00227802093731603,0,0,0.00883053059970821,0,0,0.000319946760858993,0,0,0,0,0,0,0,0.0119660088561263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0.00273554480534439,0.00203294171849804,0,0.0183483068417415,0.00550564386086155,0,0,0,0,0.003927666436305,0,0,0.000167012209168394,0,0,0,0,0.00119788067265607,0,0,0,0,0,0,0,0,0.025149735084082,0,0.000414651002073255,0,0.000863856254319281,0,0,0,0.0141096521538816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205021884358443,0.00085809721262382,0,0.00794747753973739,0,0.000201566459341166,0,0.00207325501036628,0,0.00141672425708362,0,0,0,0,0.0269235199262843,0,0,0,0,0,0,0,0,0,0.00988251554941258,0,0.000886892421101129,0,0,0,0,0,0,0,0,0
74,0,0.000394039694952655,0.0115180833909238,0.00641981595315171,0,0.0257520096024443,0.00869312188557087,0,0,0,0,0.0289407000569842,0,0,0.000175802325440415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962669285515101,0,0,0,0.00272796711890299,0,0,0,0.0029704530850277,0,0,0,0,0,0,0.000115180833909237,0,0,0,0,0,0,0,0,0,0,0,0.00418288291565126,0,0,0,0.00327356054268359,0,0,0,0,0.000575904169546187,0,0.0113362189163302,0.000497096230555657,0,0,0,0,0,0,0,0.00111543544417367,0.00346754931558336,0,0,0,0,0,0.00103056535603002,0,0,0,0,0
75,0,0,0.00863856254319281,0,0,0.0321900120030553,0.0173862437711417,0,0,0,0,0.0537470143915421,0,0,0,0,0,0,0,0.00126092702384849,0,0,0,0,0,0,6.06214915311776e-05,0,0.0120333660689388,0,0,0,0.00272796711890299,0,0,0.000224299518665357,0.00742613271256926,0,0,0,0,0,0,0,0,0.000193988772899768,0,0,0,0,0,0,0.00431625019701985,0,0,0.00627432437347689,0,0,0,0.00327356054268359,0.000491034081402539,0,0,0,0.00115180833909237,0,0,0.000497096230555657,0,0,0,0,0,0,0,0,0.00173377465779168,0,0.000933570969580136,0,0,0,0,0,0,0,0,0
76,0,0,0,0.00338823619749674,0,0.101935038009675,0,0,0,0,0,0.01309222145435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019052829609153,0,0,9.59840282576979e-05,0,0,0,0,0.0023516086923136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00683406281194809,0,0,0.00331144897489058,0,0,0,0,0,0,0,0,0,0,0.00897450664209476,0,0,0,0,0,0,0,0,0,0.00549028641634032,0,0.000739077017584274,0,0,0,0.00163172848038086,0,0,0,0,0
77,0,0.000499116946940029,0,0,0,0.0326192121630961,0.00367042924057437,0,0,0,0,0.01047377716348,0,0,0,0,0,0,0,0.00319434846041619,0,0,0,0,0,0,0,0,0.00609690547492897,0,0,0,0,0,0,0,0.00376257390770176,0,0,0,0,0,0,0.000145895722951701,0,0,5.37510558243108e-05,0,0,0,0,0,0.00410043768716885,0,0,0,0,0,0,0,0,0,0,0,0.000729478614758504,0,0,0,0,0,0,0,0,0,0,0,0.00219611456653613,0,0.000591261614067419,0,0,0,0,0.000130538278430469,0.00767872226061583,0,0,0
78,0,0.000748675420410044,0.0164132688320663,0,0,0.012232204561161,0,0,0,0,0,0.066770329417185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114316977654918,0,0,0,0.000863856254319281,0,0,0.000213084542732089,0.00282193043077632,0,0,0,6.91085003455425e-05,0,0,0.000109421792213776,0,0.00018428933425478,0,0,0,0,0,0,0.00102510942179221,0,0,0.00596060815480304,0,0.000201566459341166,0,0.00207325501036628,0,0,0,0,0.00164132688320663,0,0.00538470398525685,0.000944482838055748,0,0,0,0,0,0,0,0,0.00494125777470629,0,0.000886892421101129,0,0,0,0,0,0,0,0,0
79,0,0,0.0193097280377251,0.00239169613940946,0,0.0143908288954836,0.00323861403580091,0,0,0,0,0.0277247042562706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053796224778785,0,0,0,0,0,0,0,0.00663983630770898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934997357616163,0,0.000474274021979213,0,0,0.00164640839058498,0,0,0,0.000643657601257504,0,0.0506795669200645,0,0,0,0,0,0,0,0,0.000623331571744109,0.00193774814694364,0,0.000521701424177135,0,0,0,0,0.000115180833909237,0,6.77534317113162e-06,0,0
80,0,0,0,0.0029042024549972,0,0,0.047191233093099,0,0,0,0,0.00561095205186428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163309968078455,0,0,0,0.00123408036331326,0,0,0,0.0201566459341166,0,0,0,0,0,0,0.000312633692039359,0,0,0,0,0,0,0,0,0.00146444203113173,0.00367755948267351,0,0.00567676967124099,0,0,0,0,0,0,0,0,0,0,0.0230773027939579,0.000674630598611248,0,0,0,0,0,0,0,0,0,0,0.000633494586500806,0,0,0,0,0,0.00822720242208839,0,0,0
81,0,0.000440397306123555,0.0354011680691627,0.00239169613940946,0,0,0.00647722807160183,0,0,0,0,0.0323454882989823,0,0,0,0,0,0,0,0.00140927137959538,0,0,0,0,0,8.8079461224711e-05,0,0,0.0053796224778785,0,0,0,0,0,0,0,0.00165995907692725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120601108446143,0,0,0.00701248018212122,0,0.00071141103296882,0.00016938357927829,0.00365868531241107,0,0,0,0,0.000643657601257504,0,0.00633494586500806,0,0,0,0,0,0,0,0,0,0,0,0,3.38767158556581e-05,0,0,0,0,0,0,0,0
