CVE_GEOAGE,closeness,betweenness
1500200160162,8.88311050520241e-12,1227587.16375161
1500200160209,8.99148289974563e-12,2146969.60706747
1500900010267,8.39615091511931e-12,713120.862957005
1500900010036,8.39498730525305e-12,737648.097980232
1500900010040,8.37678378240701e-12,619596.860200488
1500900010159,8.39527261858304e-12,812065.386687704
1500900010093,8.40903367144787e-12,709213.117165607
1500900010125,8.39691237129062e-12,717669.059565923
1500900010144,8.36438961210305e-12,752205.179762982
150090001006A,8.39855966003691e-12,727967.543939599
1500900050233,8.51313396921697e-12,998693.080520028
1500900060106,8.26692223823863e-12,463854.830189453
1500900060110,8.27081415117907e-12,486820.228458057
1501000010253,8.47972352789327e-12,1046039.61377694
1501000010198,8.19524284382554e-12,258043.714186769
1501000010200,8.16869284165369e-12,187805.358284015
1501000010179,8.14595783188796e-12,119665.362618347
150100001022A,8.19850365367086e-12,281937.759769113
1501000010287,8.29838397762189e-12,532555.368035092
1501000010215,8.21544632634657e-12,365579.81817463
150100001015A,8.22108027253039e-12,324966.748162561
1501000010249,8.25683144490911e-12,527281.311908159
1501000010234,8.29522105032563e-12,766819.745743747
1501000070183,8.35397699852801e-12,760724.362028768
1501100010123,9.23913828603438e-12,3335369.5199168
1501100010180,9.2771620024749e-12,7432905.80766258
1501100010231,9.36981129371938e-12,3286695.92676298
1501100010068,9.16764323982155e-12,2091702.90375871
1501100010142,9.36920133529047e-12,2620988.97176455
1501100010053,9.14461463733191e-12,2063213.99241439
1501100010138,9.18386010446665e-12,1886103.42321381
1501100010176,9.23443196448999e-12,4043873.76494632
1501100020227,9.27091832148714e-12,1899410.63480655
1501100020246,9.42013580162503e-12,2580125.07330483
1501100020049,9.20461118606839e-12,1561405.93985074
1501100020212,9.45112391586683e-12,2867682.1348995
1501100020161,9.28228627855274e-12,2182141.71228315
1501100040034,9.63545596798021e-12,2080723.06865009
1501100040157,9.71221572701279e-12,3286783.25827586
1501100130250,9.88054289560856e-12,2998737.91592564
1501100130265,9.86431036488087e-12,3375911.49443831
1501100290316,9.93424060749838e-12,2526587.69384815
1501100290299,9.96385552172106e-12,2805892.97210987
1501100290320,9.89558805388751e-12,3356279.73224778
1501100290284,1.00104877083225e-11,3748782.32934751
1501100290301,9.9207321801819e-12,3294460.02380498
1501300011751,1.02651135423363e-11,4708949.6260686
1501300010433,1.06774265603444e-11,4937653.5220414
1501300011376,1.10920446962343e-11,6380998.18150138
1501300011272,1.06967176504398e-11,6112231.35581177
1501300011501,1.02754442525203e-11,5157839.65097636
1501300011520,1.0180482443506e-11,3890478.97593062
150130001161A,1.0160961854162e-11,4423916.93588243
1501300011249,1.02363927539847e-11,7026723.68674608
1501300011855,1.0024800989834e-11,5931771.92379558
1501300010344,1.12290344932592e-11,10110649.7505309
1501300011658,1.04917336501997e-11,3945681.21163505
1501300011554,1.06179923441371e-11,6569861.01589477
150130001154A,1.05973623620448e-11,6545911.43955313
1501300011111,1.06761613833638e-11,4821369.99537142
1501300010274,1.06024329573754e-11,5223005.87783697
1501300011569,1.06492644771573e-11,6366325.12040093
150130001072A,1.075327199951e-11,10217876.6229408
150130001065A,9.76954283743193e-12,2856087.47651407
1501300011713,1.05960919671267e-11,6877214.24146107
1501300011874,9.83179897836151e-12,3892165.20847119
1501300011075,1.05882845879219e-11,3753213.5320372
1501300010170,1.05610202632757e-11,4380305.15152034
1501300010202,1.0765915259596e-11,6843583.94582198
1501300011732,1.06849161610013e-11,7334305.30420495
1501300011643,1.04832637734587e-11,4877845.16757123
1501300011588,1.04304453689645e-11,5229338.93369555
1501300011427,1.09309122777194e-11,4520070.41604485
1501300011060,1.04695975782528e-11,4470825.81809557
1501300011268,1.04952490007475e-11,5863672.65392185
1501300011747,1.03204741684954e-11,6597639.10595562
1501300011535,1.01914798262873e-11,5878595.11303414
1501300010715,1.10893974558819e-11,6782987.25959302
1501300010734,1.09433804921527e-11,3768698.8750469
1501300010132,1.11446690258856e-11,8551031.95673992
1501300010700,1.10825780355462e-11,6280654.3399825
1501300010236,1.09388449600458e-11,9571013.23388998
1501300010448,1.08318381348452e-11,6067060.10155256
1501300010255,1.09154264662008e-11,5902506.89961287
1501300011357,1.10252073276617e-11,5575458.22571143
1501300010749,1.06089868911569e-11,5994630.62896977
1501300011465,1.10504031206898e-11,9439709.57131849
150130001147A,1.13110866769338e-11,9739209.997974
1501300010128,1.11764418910408e-11,9133334.4740083
1501300011361,1.10034266157283e-11,9489764.41807493
1501300010664,9.53590259358212e-12,2508047.68549661
1501300010397,9.8758912245388e-12,3302051.63144008
150130001040A,9.91466144589158e-12,2999353.73816952
1501300011287,1.03702812580405e-11,6311153.40859323
1501300011785,1.04106749834336e-11,5231475.99072611
1501300011499,1.0338601134304e-11,4050812.78087681
1501300011516,1.03823470035659e-11,5855123.49121214
1501300011817,1.05510340993168e-11,8615598.93532063
1501300011573,1.04327968367592e-11,4989541.38162856
1501300010429,9.9913968128711e-12,3677929.15116177
1501300010611,1.04073086155089e-11,5543670.50996837
1501300010221,1.0913787975482e-11,5259850.18662605
1501300011094,1.08270201279376e-11,7766665.73311726
1501300011696,1.09342488090107e-11,5218127.3606329
1501300010999,1.05657156417235e-11,4385130.37234281
1501300011041,1.07136127328456e-11,7439831.62499491
1501300011395,1.05927784724908e-11,5071556.49488982
1501300010039,1.06352201951084e-11,4599264.54861141
1501300010490,1.06326128701743e-11,7187789.44083978
1501300010560,1.10202947106175e-11,8348530.88792698
1501300010556,1.10870476583699e-11,5049753.33476112
1501300011412,1.08405609487246e-11,6771687.87632879
1501300011431,1.08888013099764e-11,4397360.32163091
1501300011450,1.09978163349628e-11,4292655.07975006
1501300010503,1.05783426893339e-11,6055784.10418431
1501300011183,1.0576823101925e-11,5483973.41736337
1501300011446,1.0936942953862e-11,4887794.1472499
1501300010062,1.0853476973551e-11,7132669.44353779
1501300010965,1.06993808562168e-11,7861166.80817129
1501300011130,1.07771863085245e-11,6108589.80119664
1501300011323,1.05126176262981e-11,3770018.63202726
1501300010984,1.06054242792133e-11,5454898.39349381
1501300011319,1.0462860074073e-11,5105481.63503002
1501300011662,1.05460556945629e-11,6445375.11658917
1501300011380,1.05128368744715e-11,5092028.48294895
1501300010931,1.073572259655e-11,5536863.198369
1501300010912,1.07783283127627e-11,4286222.62721354
1501300011107,1.09063962742299e-11,5111687.75306844
1501300011681,1.08321050868874e-11,4830138.89452593
1501300010895,1.08387369804823e-11,8370297.75568797
1501300011677,1.07973037482504e-11,7666308.65993473
1501300011484,1.02687558881389e-11,4135830.28582765
1501300011770,1.03642322291815e-11,5230473.32340024
150130001179A,1.0445521829243e-11,8991384.62921995
1501300011234,1.02537873219318e-11,3871612.56728871
1501300010363,1.04869381314441e-11,7287386.3253548
1501300011304,1.04117874042743e-11,4871613.64789778
1501300010147,1.04122100426904e-11,4055016.8167064
1501300011056,1.04826256012978e-11,4622959.803756
1501300010787,1.04452940572217e-11,5895285.24539483
1501300010950,1.02125876812033e-11,3645257.1972915
150130001186A,1.00276497393158e-11,3443972.42294285
1501300010679,9.74602857996893e-12,3349635.08170099
1501300011592,9.87349935469473e-12,2692308.21963759
1501300010791,1.04437391081808e-11,6149452.40709287
1501300011728,1.05576534243861e-11,4484875.68056178
1501300011338,1.04600794572531e-11,5141390.24122398
150130001097A,1.0709151552598e-11,5102750.03702638
1501300011179,1.05442170876059e-11,4953829.78471923
1501300011802,1.05071853937446e-11,6395958.11477018
1501300010522,1.07509515041345e-11,7744330.51281847
1501300011018,1.06829154861492e-11,5535131.2235462
1501300010946,1.05191374096526e-11,6414996.50364716
1501300011022,1.06197938222384e-11,4649875.9300143
1501300011003,1.0735670955213e-11,6575398.66271058
1501300010630,1.0563694661872e-11,3300934.44659632
1501300011037,1.0657899161408e-11,10811289.5152398
150130001108A,1.06640667081573e-11,4366875.16007027
1501300011342,1.05227467505228e-11,4765302.88330821
1501300011408,1.06915041150704e-11,6316503.39141849
1501300010927,1.0832279084899e-11,4129102.65477455
1501300010382,1.04549775598824e-11,6104971.78957622
1501300010594,1.04037177020681e-11,8300059.10635794
1501300011766,1.03712110112003e-11,5294915.53084967
1501300010626,1.04101040453572e-11,8150863.46532481
1501300010607,1.04281019096836e-11,6111942.26847305
1501300011291,1.0419839964148e-11,4739943.99077978
1501300011639,1.03164786115198e-11,4637688.83429682
1501300011253,1.03414332607498e-11,6713013.10590629
1501300011709,9.68498909509442e-12,3603923.34589853
1501300011624,1.02265760355543e-11,5288180.27659743
1501300011840,1.04979634713207e-11,13690755.394255
1501300010772,1.04553465873654e-11,7624969.04975315
150130001058A,1.03863813281294e-11,8993127.90873957
1501300010645,1.03959689668227e-11,7261870.11601223
1501300011198,1.04713877879761e-11,8133570.97420817
1501500010211,8.20439414988594e-12,341807.663374155
150150001025A,8.28614230861294e-12,518613.829460618
1501500010226,8.23705473575761e-12,396727.947748341
1501500010207,8.21929573378624e-12,320765.299922429
1501500010156,8.30325666029512e-12,608694.807684382
1501500050194,8.50888749715924e-12,1188688.54925352
150150005018A,8.3974271956958e-12,875120.624422627
1501500050071,8.24887346836951e-12,450591.622724157
1501500060141,8.11803711658517e-12,192504.459862179
1501500060230,8.12485045517061e-12,211244.580744234
1501500060245,8.12274841233163e-12,204889.594491411
1501500070086,8.2256555751181e-12,378963.828785652
1501500070137,8.21425793836362e-12,315679.916554579
1501500070122,8.28365994074706e-12,589160.273440678
1501600010149,8.36622850306557e-12,592980.465310474
1501600010219,8.3692508696404e-12,650815.369373892
1501600010223,8.33342258021603e-12,567542.328551754
1501600060083,8.11102841434046e-12,102381.889229751
1501600060064,8.12461519781142e-12,155151.795218624
1501600060079,8.14144718084163e-12,186313.741066225
150160006005A,8.17009401166909e-12,284430.499363262
1501600160172,8.15228603643087e-12,222306.556353286
1501600160187,8.17811027944683e-12,286607.655476162
1501600160191,8.13963755594581e-12,173050.130162707
1501600160204,8.1676479080504e-12,277222.89090805
1501600160168,8.16760278441524e-12,272959.054854337
1501600160153,8.15756486191587e-12,229968.206669102
1501600170295,8.33186307010775e-12,553334.617805182
1501600170280,8.36184742207565e-12,733402.918452999
1501700010108,8.68959214650223e-12,1590511.7519269
1501700010061,8.36665472586026e-12,883711.034391652
1501700010038,8.30728374226874e-12,602946.336161696
1501700010023,8.26466703046775e-12,315273.668889903
1501700010042,8.32162886386737e-12,451716.55628331
1502000010599,1.05144311607789e-11,4841794.30830387
1502000010029,1.03178442515252e-11,5189283.05551174
1502000010315,1.02389742788972e-11,4795043.50062276
1502000010156,1.05499805733332e-11,7512327.85434279
1502000010090,1.04476725673127e-11,5245358.98154013
1502000010048,1.06937659104632e-11,7074087.60007645
150200001018A,1.04706446695558e-11,5035396.56316653
1502000010211,1.05221517748914e-11,6207042.29305526
1502000010476,1.04222045551239e-11,5749727.35768769
1502000010512,1.03840972210643e-11,9083481.48667646
1502000010584,1.05984382955563e-11,3793938.427296
1502000010033,1.06128242851425e-11,5922185.00835569
150200001025A,1.05356495609677e-11,5445641.88348041
1502000010457,1.05549615891295e-11,5328548.38581768
1502000010885,1.03229394597562e-11,3374689.88284211
1502000010194,1.07185577407576e-11,5436283.19701739
1502000010796,1.06493668448632e-11,4302442.38912995
1502000010781,1.0595916018848e-11,5906445.35869086
1502000010739,1.07560720413749e-11,6362187.11137389
1502000010175,1.0495516612575e-11,5920062.09080404
1502000010870,1.07029967637798e-11,690631.142871631
1502000010762,1.06957523506915e-11,3032751.421919
1502000010601,1.05284876170849e-11,5933676.1332825
1502000010724,1.0434043771262e-11,7839582.54231165
1502000010387,1.0303468899289e-11,4664445.79970964
150200001032A,1.02730586689901e-11,4522528.10560841
1502000010635,1.02113825230921e-11,5420187.40707441
1502000010758,1.06933936739397e-11,7371969.64175512
1502000010546,1.03883605349006e-11,5841079.41763623
1502000010103,1.04148931402386e-11,5289307.45399168
1502000010141,1.0626086039148e-11,7190254.68801203
1502000010137,1.07486076140242e-11,5762425.52564976
150200001071A,1.04443729941037e-11,8347877.40828634
1502000010813,1.05313015008603e-11,6269929.53283081
1502000010160,1.05000534887111e-11,6597777.13704053
1502000010851,1.05289376047784e-11,2978292.27103924
1502000010669,1.05729442176839e-11,4995086.5176166
1502000010777,1.04624989385267e-11,2038868.351802
1502000010705,1.04496502746179e-11,6045987.51483377
1502000010616,1.04357630612016e-11,11400753.7735584
1502000010423,1.03739027031767e-11,5978203.36749403
1502000010419,1.03181512642462e-11,4588001.46224607
1502000010404,1.03952918648807e-11,5780597.77335498
150200001057A,1.06737638662301e-11,4148143.48399973
1502000010743,1.07403408098507e-11,7884150.22191445
1502000010828,1.08181762198762e-11,6395924.80911602
1502000010866,1.08036583634554e-11,2757507.19945966
1502000010565,1.0774459268287e-11,7832749.67830158
1502000010391,1.03408647155679e-11,5050733.91946157
1502000010334,1.0319764831533e-11,6032572.92043832
150200001064A,1.02698694606028e-11,4722022.54494342
1502000010300,1.02250676953738e-11,4951301.32418126
1502000010654,1.02734440858588e-11,5745423.04553958
1502000010353,1.02212689064554e-11,3865120.82551442
1502000010349,1.0364599039696e-11,6749614.54538639
1502000010531,1.02850474111614e-11,4760346.2482374
1502000010067,1.0323205215063e-11,4325060.77564833
1502000010071,1.03142300876282e-11,4446302.61047206
1502000010372,1.02692346404984e-11,4316580.34265297
1502000010438,1.05115808591505e-11,3955397.82554842
1502000010809,1.05425500467854e-11,6653498.95168088
1502000010368,1.0250096334362e-11,4280513.55139926
1502000010508,1.03843678011945e-11,5499113.27039223
1502000010688,1.05370243527723e-11,5897791.92742671
1502000010692,1.05195329521434e-11,4727862.9421939
1502000010673,1.05818615022988e-11,5621150.27288706
1502000010832,1.06008862274305e-11,2676022.25453484
1502000010847,1.05684900308393e-11,3312293.1581707
150200001089A,1.04554808382888e-11,5060229.35711966
1502200010042,8.99373831091147e-12,1128155.88061145
1502200010057,8.9689980929612e-12,1188034.11711273
1502200010112,9.08986772010444e-12,2229170.99708911
1502200010061,9.10463518637726e-12,2203191.09264456
150230001004A,8.9907640995311e-12,1923536.3001654
1502300010139,8.95183100487528e-12,1311623.61560613
1502300010158,8.93663913816095e-12,1515314.16073456
150230001011A,9.10110624932275e-12,2118058.47894035
1502300010073,8.93992244540662e-12,1398140.8494313
1502300010124,9.07518016380806e-12,2354613.31953252
1502300010143,8.93834517474659e-12,1517117.39518092
1502300010105,9.14794934445384e-12,2073059.55891286
1502300010069,8.97684245025222e-12,1414337.48608029
1502300010162,8.99097040006513e-12,2009998.20990157
1502300010196,9.16542853113074e-12,2517652.07856771
1502300010092,9.04050032978151e-12,2081819.99127076
1502400010244,1.02513241127966e-11,5893127.65591561
1502400010386,1.03217951860705e-11,7705996.14729024
1502400010390,1.02430859492423e-11,6424392.26495306
1502400010371,1.04267108495196e-11,11600649.8999723
1502400010121,1.04556152227844e-11,10231887.1177903
1502400010348,1.04646018792177e-11,5707019.96150042
1502400010136,1.0500020174287e-11,7906788.75019921
1502400010437,1.00008463063386e-11,2674092.00589458
1502400010403,1.01359718260512e-11,5224368.48579925
1502400010418,9.95685662549098e-12,3686560.50944658
1502400010441,9.88157707046425e-12,2807503.55611844
1502400010102,1.02354485544067e-11,6772777.67330128
1502400010263,1.04206558616144e-11,13707718.9088275
150240001023A,1.02226696840326e-11,2455427.65313481
1502400010259,1.0422732980875e-11,7298250.46966794
150240001009A,1.017496739396e-11,4828852.06140693
1502400010210,1.02609962458576e-11,6709790.2476134
1502400010333,1.03797830494883e-11,5377548.2868465
1502400010367,1.0366126098054e-11,7637241.21360467
1502400010422,1.0559990031781e-11,4922057.71597482
1502400010352,1.04269112161718e-11,11102325.2413888
1502400010456,9.87792905132386e-12,2848865.53184621
1502400010028,1.02391436246437e-11,5413219.98948946
1502400010085,1.02112823039768e-11,5051221.50994776
1502400010329,1.01338151953724e-11,5466849.1571526
1502400010032,1.0309719173445e-11,11436481.8194123
1502400010047,1.0361303754783e-11,10034268.6741185
1502400010117,1.02890073045035e-11,8688193.44129387
1502400010051,1.03765942645593e-11,8891910.94450378
1502400880278,9.83853356240958e-12,2450898.70704828
1502400880297,9.9194757013208e-12,2848469.26722308
1502400880282,9.93221214499883e-12,3622650.29728421
150240111048A,9.8880286541737e-12,1717902.36403851
1502401110494,9.96463710946711e-12,2938156.45126739
1502401110475,9.86335099096652e-12,1461758.99064164
1502401240460,9.45230591282933e-12,2586410.86485737
1502500011729,1.00665774011773e-11,7060609.26002367
1502500010932,1.00159001888151e-11,6598406.60693658
1502500011786,9.98425475526583e-12,6447317.16464535
1502500011131,9.96113483715396e-12,6097582.23302071
1502500012106,9.59010896373757e-12,3555952.68848234
1502500012089,9.53762643340644e-12,3211387.24201337
1502500012093,9.59962098772345e-12,4944412.97234793
1502500011733,9.63219593371199e-12,4007628.87572002
1502500011771,9.70900535243444e-12,5043522.32043596
150250001081A,9.76019451648983e-12,3478073.96863429
1502500010824,9.72827351089257e-12,2723464.99018251
1502500010839,9.73276932820219e-12,2569663.50157962
1502500010947,9.98389021413355e-12,4585639.91345962
1502500011790,9.9064868865362e-12,4172076.52049079
1502500011907,9.8557663922202e-12,3028559.28822246
1502500012021,9.79045092078098e-12,4774651.6604697
1502500012074,9.60975077393389e-12,3339998.30778336
1502500011930,9.55660517193203e-12,4208741.56272856
1502500012017,9.64320748445337e-12,5486279.83819455
150250001206A,9.76939588683496e-12,3425718.22711201
1502500012036,9.80446271591064e-12,3824065.49106153
1502500012040,9.89167492379263e-12,4298517.155594
1502500011818,9.92223514302864e-12,3043940.67050179
1502500011926,9.81362750309526e-12,2606531.83861654
1502500011856,9.95360259294982e-12,3695375.54009724
1502500011841,9.82149549243572e-12,2117867.97922729
1502500011860,9.93129705399361e-12,3081412.06335959
1502500011837,9.88426063841732e-12,3216750.16024478
1502500012055,9.78118275005702e-12,3793970.05440379
1502500011767,9.93193595653171e-12,5417629.72189311
1502500010773,9.82357888790891e-12,4592562.17744591
1502500010769,9.80045069043736e-12,5221019.67510284
1502500010788,9.80993414663143e-12,3790592.01069409
1502500010792,9.80723936172937e-12,4325795.7490448
1502500010805,9.79279497846662e-12,3832236.18188528
1502500011521,9.805413133761e-12,3064752.61933166
1502500011822,9.86579961104461e-12,3080851.71011591
1502500011220,9.71264364106579e-12,5504866.39538656
1502500011536,9.74835605895577e-12,2491781.64261281
1502500010129,9.64718027591543e-12,4580322.55799888
1502500011752,9.55424339046271e-12,3084265.94131937
1502500011235,9.65489346259356e-12,3935891.11479385
1502500011216,9.65310416109643e-12,4543003.56923688
1502500011288,9.71350006083467e-12,5292959.37276289
1502500011292,9.63061174024073e-12,3620117.91878988
1502500011305,9.70184887300169e-12,5300329.13352041
1502500011201,9.71793088328119e-12,7092031.28877131
1502500012178,9.62617167583404e-12,4722210.33500561
1502500012163,9.33256577290245e-12,1280975.34091877
1502500012144,9.95239151159628e-12,5502278.79309066
1502500022248,9.21511923035209e-12,2521653.28821797
1502500022233,9.09093351994747e-12,2019721.61036995
150250002188A,9.03207133338633e-12,2180859.04150812
1502500052182,8.98863972378846e-12,1002380.75519688
1502500051095,9.15804458501107e-12,1569585.33556931
1502500050044,9.20494503887379e-12,2458968.81741829
1502500051108,9.16150505317813e-12,1879598.72556457
1502500102229,9.21349810917221e-12,1511111.73493881
1502500100133,9.17390574708678e-12,1503917.74675568
1502500101199,9.13615119936179e-12,1154583.12593558
1502500101023,9.19524089663579e-12,1523145.73799073
1502500121894,9.25505556899353e-12,1983186.07917342
1502500131998,9.25881002215371e-12,1601719.63107203
1502500132002,9.52377607132345e-12,2731437.41516638
1502500131555,9.49562531008053e-12,2741839.67915107
150250013195A,9.29532687902874e-12,1861531.13740794
1502500131540,9.41084889341464e-12,3158084.23976313
1502500130970,9.40608405257556e-12,2757305.8698993
1502500132110,9.2379609605459e-12,1050440.14604947
1502500141165,8.99793992895368e-12,1350309.41945541
1502500141574,8.95986251933109e-12,1414822.71015706
1502500142271,9.04588022230923e-12,1193760.93407498
150250014156A,9.05968434489863e-12,2113106.42807006
1502500141150,8.95774578364888e-12,1253366.61127953
1502500142318,8.95056425461509e-12,1002736.46765803
1502500142267,8.92237510262549e-12,1105748.6236493
1502500161127,9.41374916389039e-12,2424862.03581523
1502500161004,9.34815741862299e-12,3319439.48305932
150250016099A,9.30891159055177e-12,2035996.95324414
1502500160078,9.240349180977e-12,2006722.35130437
1502500161019,9.31882092748019e-12,2967398.63306846
1502500161112,9.37028741590219e-12,2645338.49214585
1502500171593,8.79340487655351e-12,1020514.27722139
1502500170985,8.92716055777587e-12,1623105.60302042
1502500171911,9.01620842432804e-12,2579120.63167601
1502500171606,8.8015864290715e-12,1417717.5788957
1502500171983,8.85395992113209e-12,1148349.75837248
1502500171589,8.81581363512523e-12,1729960.80797705
1502500171875,8.79728860864676e-12,1139442.37126173
1502500191610,9.26450214269688e-12,2196862.76947156
1502500191625,9.15096623140716e-12,1599240.08590352
1502500191964,9.13624061618516e-12,1390511.94937948
1502500201076,9.10612717196084e-12,1258072.84560778
1502500201038,9.13325826749765e-12,2189837.23471533
1502500201979,9.20758370634838e-12,1926493.88630979
1502500200148,9.15065109573587e-12,2530642.03260098
150250021163A,8.9594636218401e-12,1528059.29464084
1502500211644,9.0245643405709e-12,1949414.75318055
1502800010154,9.07957816208378e-12,2029285.71878512
1502800010046,9.14578492101578e-12,2454376.55500902
1502800010101,9.16305821904e-12,2506392.69843383
1502800010120,9.11108433283809e-12,2175175.26358468
1502800010116,9.11507584066212e-12,2489420.06554052
1502800010050,9.09079087019019e-12,1396883.59824987
1502800010031,9.15728576585215e-12,2048121.21642329
1502800040169,9.22325659826424e-12,2056365.90317966
1502800060135,9.34898955135285e-12,2941960.21974883
1502900010293,9.59493921114394e-12,1740290.45231629
1502900010221,1.02337500667045e-11,9880356.72980256
1502900010185,9.99820478495531e-12,4415780.00022137
1502900010132,9.9492372193603e-12,3771277.76119633
1502900010147,9.90630021093198e-12,3628932.00795275
1502900010236,9.90799331560299e-12,4278938.07833902
1502900010325,9.60784552318297e-12,1933133.48538378
150290001033A,9.67214027688072e-12,2347606.24410139
1502900010359,9.54855797650088e-12,1617778.97878533
1502900010310,9.72477506922731e-12,3732945.53546585
1502900010306,9.7605316404911e-12,4645570.83488306
1502900010166,9.88284813402588e-12,5516728.40867965
1502900010113,9.83678807673366e-12,4151602.85252828
1502900010344,9.61549527966912e-12,1722107.64668819
1502900010522,9.46468319500184e-12,1076405.03758891
1502900010363,9.50394792924187e-12,1221718.90046986
1502900010274,9.4054688852026e-12,1300066.08685126
150290001026A,9.51664244583519e-12,1690864.73233167
1502900010289,9.49509069212494e-12,1511096.51515482
1502900010378,1.00687431347199e-11,5779431.85318751
1502900010062,9.8951564875417e-12,6285473.23381727
1502900010202,1.00581989483567e-11,5235948.54141783
1502900010170,9.91993967874928e-12,5077195.59909032
1502900010128,9.91205029166614e-12,5290040.81310257
150290001019A,1.00881346412733e-11,8157546.4784176
1502900010081,1.01501902460624e-11,6457402.23788283
1502900010217,1.02157808180015e-11,5156943.56643716
1503000010097,9.15849906258487e-12,2385595.78907848
1503000010082,9.10256172041823e-12,2202658.13929035
150300001010A,9.31756351417464e-12,3927127.23994738
1503000010078,9.0543341540142e-12,1845545.42522182
1503000010044,9.14889589873727e-12,1979778.10161606
150300001003A,9.15615585461996e-12,2933191.64287815
1503100011641,9.90745222349918e-12,2420016.31031705
1503100011425,1.03679109139219e-11,9824102.82281334
1503100011497,9.88665219736307e-12,3164184.19600152
1503100011548,9.96337262098659e-12,3053056.58770553
1503100011533,9.91625499856124e-12,4094793.01499084
1503100011482,9.8279784462512e-12,2704146.92067862
1503100011586,9.76223907378776e-12,1861377.58201803
1503100011603,9.88209253323128e-12,2493119.23017611
1503100011552,1.00864088678178e-11,4498753.44106537
1503100011459,9.97173589144521e-12,3685209.28933421
1503100011571,1.00100801338e-11,3787514.47391259
1503100011478,9.80533270490177e-12,2757034.47713389
1503100011590,9.81335961778222e-12,2169400.68592513
1503100011567,9.94347250396816e-12,3126718.92290921
1503100011213,1.03478216522907e-11,4044286.58406786
1503100011622,1.03652718030836e-11,5837901.44213225
1503100011637,1.04337907078775e-11,4867123.79063279
1503100011618,1.03853038983168e-11,6130764.51749455
1503100010696,1.01539348231189e-11,6289270.43341274
1503100011355,1.01079524065087e-11,5307098.50191322
150310001136A,1.0139562004235e-11,6095615.17636547
1503100010751,1.07872242885346e-11,5072358.43043536
1503100010304,1.10867764329122e-11,9468708.09503754
1503100010766,1.09249831826647e-11,4856934.46899113
1503100011444,1.0005607417545e-11,5484099.06684623
1503100011317,1.01786509599389e-11,5353591.86356255
1503100011035,9.93475018864216e-12,4229185.8161101
150310001150A,1.0030111942441e-11,3845451.91367832
1503100011463,9.87435916909454e-12,2599567.77067873
1503100011514,1.01425249952766e-11,4818817.07929801
150310001143A,1.03122426284726e-11,8008915.5279287
150310001061A,1.08547746629706e-11,6270669.83946322
1503100010643,1.07880497134699e-11,4725972.09432355
1503100010681,1.08500492254896e-11,12925895.5226636
1503100010624,1.09444260464771e-11,14141403.7751836
1503100010639,1.08129814291788e-11,7390257.56647668
1503100011302,1.07031833312384e-11,3032740.9495415
1503100010520,1.03365729737098e-11,5736694.82474171
1503100010516,1.02385990074268e-11,4410795.05118052
1503100010183,1.09275352769551e-11,10969379.9412186
1503100010319,1.10263075606826e-11,7353308.00036377
1503100011529,1.02737420105756e-11,7789599.93327313
1503100011321,1.02340350881394e-11,5084137.86290388
1503100011251,9.84670654653837e-12,2451795.77651618
1503100011410,9.75908792607738e-12,2320409.75577598
1503100011016,1.02047772421881e-11,2655674.27648292
1503100011196,9.68925799922942e-12,1488926.80835334
1503100011285,9.63169728168444e-12,1254128.47416776
1503100011054,9.84633478929028e-12,2805164.21747704
1503100011143,9.70579576573544e-12,1587302.27478649
1503100011069,9.76099119209805e-12,1587919.07006503
1503100010944,9.8676066059422e-12,2466902.73439175
1503100010910,1.009417930425e-11,2764852.52027162
1503100010802,1.01374100438877e-11,3848197.63764878
1503100010323,1.00875621961657e-11,4988889.29920918
1503100010338,1.01681657347076e-11,6121896.97737058
1503100010357,1.02134359359034e-11,8271712.46032471
1503100010713,1.00913389704523e-11,6710300.55022199
1503100010395,1.00036033969991e-11,4799442.56777686
1503100010380,1.00615681266134e-11,5939138.20355771
1503100010412,1.01601839633703e-11,6762207.11407279
1503100010107,1.03189211801311e-11,6515892.59791959
150310001054A,1.07460871914091e-11,7481980.4674534
1503100010821,9.88988810503925e-12,2492218.30904455
1503100010728,1.00006097031669e-11,4302344.41111079
1503100010145,1.02037227200281e-11,3881887.27384893
1503100010041,1.01997972365418e-11,5293702.17706064
1503100011374,1.01226771625053e-11,3915657.18482711
1503100011336,1.00185732068258e-11,4930774.32890201
1503100010342,1.02567205366799e-11,7183329.14332696
1503100010094,1.03663238474626e-11,6084723.25231711
150310001079A,1.01715110103552e-11,3896157.51148928
1503100010376,1.00378317166146e-11,3308369.25495904
1503100010361,9.95341730965556e-12,2892069.78544342
1503100010554,1.08584520239466e-11,9141044.70969419
1503100010959,1.05708614447393e-11,4137708.99969602
1503100011181,1.07581117603788e-11,5821602.18154513
1503100010817,9.94712203065471e-12,3013421.16445321
1503100011001,9.78141504409132e-12,2315809.07707163
1503100010785,1.02506436696439e-11,4278490.64226801
1503100010747,1.03353928503842e-11,3608616.80222231
1503100010111,1.06244377042653e-11,7787176.63477013
1503100010770,1.01269060636644e-11,2913454.18252857
1503100011020,1.01167799331442e-11,2491226.09566173
1503100011340,1.00779958331866e-11,4595298.47904946
1503100010179,1.04679107562668e-11,5319341.36862963
1503100010535,1.07714189169558e-11,8906539.71197442
1503100010499,1.06094859325294e-11,5594659.6758617
150310001008A,1.04890826208736e-11,6993756.33831953
1503100010126,1.04905536007564e-11,7507052.76051136
1503100011389,1.01941518373586e-11,4866662.79087277
